Gene Symbol	Description	Category	Uniprot ID	Gifts	GC Id	Relevance score	GeneCards Link
RFPL4AP3	Ret Finger Protein Like 4A Pseudogene 3	Pseudogene		6	GC04M023517	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=RFPL4AP3
lnc-CHP2-1		RNA Gene		6	GC16P023875	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=lnc-CHP2-1
lnc-FCGR3A-2		RNA Gene		6	GC01M167671	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=lnc-FCGR3A-2
lnc-IKZF1-6		RNA Gene		6	GC07P050264	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=lnc-IKZF1-6
lnc-IL31RA-5		RNA Gene		6	GC05P056122	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=lnc-IL31RA-5
lnc-ITGB1BP1-3		RNA Gene		6	GC02M009254	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=lnc-ITGB1BP1-3
lnc-LRRK1-5		RNA Gene		6	GC15P194127	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=lnc-LRRK1-5
lnc-MRPL23-2		RNA Gene		6	GC11P002138	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=lnc-MRPL23-2
lnc-MST1-1		RNA Gene		6	GC03M054769	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=lnc-MST1-1
lnc-RTN4IP1-6		RNA Gene		6	GC06M106085	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=lnc-RTN4IP1-6
lnc-RUNX3-3		RNA Gene		6	GC01M024916	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=lnc-RUNX3-3
lnc-SBNO2-2		RNA Gene		6	GC19M001176	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=lnc-SBNO2-2
lnc-SELENOF-12		RNA Gene		6	GC01M087335	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=lnc-SELENOF-12
lnc-SERINC3-4		RNA Gene		6	GC20M044384	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=lnc-SERINC3-4
lnc-SLC25A15-11		RNA Gene		6	GC13P040481	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=lnc-SLC25A15-11
lnc-STK32B-1		RNA Gene		6	GC04P029677	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=lnc-STK32B-1
lnc-TMED10-4		RNA Gene		6	GC14M075273	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=lnc-TMED10-4
lnc-TMED10-5		RNA Gene		6	GC14M075276	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=lnc-TMED10-5
lnc-TMEM17-10		RNA Gene		6	GC02M062275	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=lnc-TMEM17-10
lnc-TMEM268-4		RNA Gene		6	GC09P114783	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=lnc-TMEM268-4
DNAJB6P4	DNAJB6 Pseudogene 4	Pseudogene		5	GC01P078856	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=DNAJB6P4
ENSG00000227836	Ribosomal Protein S20 (RPS20) Pseudogene	Pseudogene		5	GC05P097024	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENSG00000227836
ENSG00000254755	Nucleolin (NCL) Pseudogene	Pseudogene		5	GC11P076591	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENSG00000254755
ENSG00000254926	Glycine-N-Acyltransferase (GLYAT) Pseudogene	Pseudogene		5	GC11M139526	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENSG00000254926
ENSG00000255174	Wolf-Hirschhorn Syndrome Candidate 1-Like 1 (WHSC1L1) Pseudogene	Pseudogene		5	GC08P011999	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENSG00000255174
ENSG00000288956	Novel Transcript	RNA Gene		5	GC09M131974	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENSG00000288956
ENSG00000289936	Novel Transcript	RNA Gene		5	GC11M140808	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENSG00000289936
ENSG00000294423	Novel Transcript, Antisense To ERAP1	RNA Gene		5	GC05P096887	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENSG00000294423
ENSG00000294445	Novel Transcript	RNA Gene		5	GC05M096809	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENSG00000294445
ENSG00000295324	Novel Transcript, Antisense To HDAC7	RNA Gene		5	GC12P076515	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENSG00000295324
ENSG00000298060	Novel Transcript	RNA Gene		5	GC02P029812	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENSG00000298060
ENSG00000298170	Novel Transcript, Sense Intronic To AC116366.7	RNA Gene		5	GC05P132702	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENSG00000298170
ENSG00000298396	Novel Transcript, Antisense To HLA-B And HLA-C	RNA Gene		5	GC06P184410	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENSG00000298396
ENSG00000298426	Novel Transcript, Antisense To HLA-B	RNA Gene		5	GC06P184411	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENSG00000298426
ENSG00000301139	Novel Transcript	RNA Gene		5	GC17M098495	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENSG00000301139
ENSG00000302945	Novel Transcript	RNA Gene		5	GC14P075500	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENSG00000302945
ENSG00000304449	Novel Transcript, Antisense To CSF2RB And TRIOBP	RNA Gene		5	GC22M086434	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENSG00000304449
ENSG00000306553	Novel Transcript, Antisense To RDX	RNA Gene		5	GC11P113425	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENSG00000306553
ENSG00000310474	Novel Transcript	RNA Gene		5	GC06P184706	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENSG00000310474
HSALNG0000115		RNA Gene		5	GC01M022928	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=HSALNG0000115
HSALNG0000116		RNA Gene		5	GC01P079247	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=HSALNG0000116
HSALNG0001400		RNA Gene		5	GC01P075996	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=HSALNG0001400
HSALNG0015359-001		RNA Gene		5	GC02P063070	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=HSALNG0015359-001
HSALNG0017398		RNA Gene		5	GC02M102395	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=HSALNG0017398
HSALNG0023605		RNA Gene		5	GC02M240616	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=HSALNG0023605
HSALNG0043660		RNA Gene		5	GC05P096871	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=HSALNG0043660
HSALNG0044839		RNA Gene		5	GC05P132450	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=HSALNG0044839
HSALNG0044846		RNA Gene		5	GC05P132467	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=HSALNG0044846
HSALNG0049103		RNA Gene		5	GC06M109316	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=HSALNG0049103
HSALNG0049245-002		RNA Gene		5	GC06M109347	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=HSALNG0049245-002
HSALNG0049249		RNA Gene		5	GC06P184832	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=HSALNG0049249
HSALNG0049258		RNA Gene		5	GC06P184836	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=HSALNG0049258
HSALNG0052447		RNA Gene		5	GC06M106009	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=HSALNG0052447
HSALNG0052454		RNA Gene		5	GC06P182659	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=HSALNG0052454
HSALNG0061260		RNA Gene		5	GC07M128933	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=HSALNG0061260
HSALNG0069758		RNA Gene		5	GC09M004978	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=HSALNG0069758
HSALNG0073924		RNA Gene		5	GC09P114784	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=HSALNG0073924
HSALNG0074773		RNA Gene		5	GC09P152952	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=HSALNG0074773
HSALNG0074775		RNA Gene		5	GC09P129893	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=HSALNG0074775
HSALNG0075242		RNA Gene		5	GC09M136349	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=HSALNG0075242
HSALNG0078328		RNA Gene		5	GC10M062510	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=HSALNG0078328
HSALNG0079213		RNA Gene		5	GC10M084670	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=HSALNG0079213
HSALNG0079551		RNA Gene		5	GC10P088990	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=HSALNG0079551
HSALNG0079553		RNA Gene		5	GC10M088999	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=HSALNG0079553
HSALNG0081445		RNA Gene		5	GC10P127612	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=HSALNG0081445
HSALNG0082196		RNA Gene		5	GC11P021529	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=HSALNG0082196
HSALNG0082198		RNA Gene		5	GC11P002149	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=HSALNG0082198
HSALNG0088101		RNA Gene		5	GC11P128480	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=HSALNG0088101
HSALNG0094037		RNA Gene		5	GC12P111432	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=HSALNG0094037
HSALNG0098906		RNA Gene		5	GC13M099358	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=HSALNG0098906
HSALNG0100581		RNA Gene		5	GC14P035354	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=HSALNG0100581
HSALNG0100582		RNA Gene		5	GC14P057767	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=HSALNG0100582
HSALNG0102510		RNA Gene		5	GC14M075280	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=HSALNG0102510
HSALNG0109573		RNA Gene		5	GC16M011055	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=HSALNG0109573
HSALNG0115423		RNA Gene		5	GC17M096679	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=HSALNG0115423
HSALNG0115857		RNA Gene		5	GC17M098736	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=HSALNG0115857
HSALNG0120134		RNA Gene		5	GC18P025444	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=HSALNG0120134
HSALNG0120135		RNA Gene		5	GC18M038516	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=HSALNG0120135
HSALNG0122983		RNA Gene		5	GC19P001109	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=HSALNG0122983
HSALNG0122987		RNA Gene		5	GC19P151381	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=HSALNG0122987
HSALNG0122988		RNA Gene		5	GC19P001186	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=HSALNG0122988
HSALNG0126673		RNA Gene		5	GC19P153844	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=HSALNG0126673
HSALNG0130695		RNA Gene		5	GC20M049812	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=HSALNG0130695
HSALNG0132000		RNA Gene		5	GC21P015422	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=HSALNG0132000
HSALNG0132765		RNA Gene		5	GC21M033400	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=HSALNG0132765
HSALNG0133099		RNA Gene		5	GC21M039037	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=HSALNG0133099
HSALNG0133110		RNA Gene		5	GC21M039094	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=HSALNG0133110
HSALNG0135256		RNA Gene		5	GC22M036895	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=HSALNG0135256
HSALNG0142137		RNA Gene		5	GC01M035799	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=HSALNG0142137
HSALNG0143068		RNA Gene		5	GC11P110093	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=HSALNG0143068
HSALNG0143317		RNA Gene		5	GC12P077104	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=HSALNG0143317
HSALNG0144651		RNA Gene		5	GC16P123561	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=HSALNG0144651
HSALNG0146749		RNA Gene		5	GC02M233213	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=HSALNG0146749
HSALNG0147184		RNA Gene		5	GC21M039095	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=HSALNG0147184
HSALNG0147249		RNA Gene		5	GC22P092777	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=HSALNG0147249
HSALNG0147411		RNA Gene		5	GC22M086731	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=HSALNG0147411
HSALNG0149895		RNA Gene		5	GC07M028166	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=HSALNG0149895
LOC105371082	Uncharacterized LOC105371082	RNA Gene		5	GC16P011249	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC105371082
LOC105373724	Uncharacterized LOC105373724	RNA Gene		5	GC02P162246	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC105373724
LOC105376600	Uncharacterized LOC105376600	RNA Gene		5	GC11P027219	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC105376600
LOC122889014	Sharpr-MPRA Regulatory Region 3769	Functional Element		5	GC02P240630	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC122889014
LOC124900940	Uncharacterized LOC124900940	Protein Coding		5	GC05P011183	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC124900940
LOC124901033	Uncharacterized LOC124901033	RNA Gene		5	GC05P096807	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC124901033
LOC124902926	Uncharacterized LOC124902926	RNA Gene		5	GC12P074947	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC124902926
MTCH2P1	MTCH2 Pseudogene 1	Pseudogene		5	GC03M137539	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MTCH2P1
NEFHP2	NEFH Pseudogene 2	Pseudogene		5	GC20M042436	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=NEFHP2
NONHSAG001750.2		RNA Gene		5	GC01P067182	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=NONHSAG001750.2
RNU7-147P	RNA, U7 Small Nuclear 147 Pseudogene	Pseudogene		5	GC02P199191	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=RNU7-147P
RPL22P23	Ribosomal Protein L22 Pseudogene 23	Pseudogene		5	GC0XM136948	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPL22P23
SNODBsnoDB1199		RNA Gene		5	GC10P076277	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNODBsnoDB1199
ZP3P1	ZP3 Pseudogene 1	Pseudogene		5	GC05M083878	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZP3P1
ZYXP1	Zyxin Pseudogene 1	Pseudogene		5	GC08M137714	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZYXP1
lnc-ANKRD33B-1		RNA Gene		5	GC05P011186	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=lnc-ANKRD33B-1
lnc-ARFRP1-1		RNA Gene		5	GC20M063695	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=lnc-ARFRP1-1
lnc-ARHGAP20-11		RNA Gene		5	GC11M110068	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=lnc-ARHGAP20-11
lnc-ATG5-7		RNA Gene		5	GC06M105991	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=lnc-ATG5-7
lnc-B3GNT2-3		RNA Gene		5	GC02P063077	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=lnc-B3GNT2-3
lnc-C9orf78-2		RNA Gene		5	GC09M129895	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=lnc-C9orf78-2
lnc-CCDC8-6		RNA Gene		5	GC19M046344	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=lnc-CCDC8-6
lnc-CCT4-2		RNA Gene		5	GC02M061966	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=lnc-CCT4-2
lnc-CLEC16A-4		RNA Gene		5	GC16P120374	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=lnc-CLEC16A-4
lnc-CTNND2-10		RNA Gene		5	GC05M010681	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=lnc-CTNND2-10
lnc-FAM109A-1		RNA Gene		5	GC12M112055	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=lnc-FAM109A-1
lnc-FBXL16-3		RNA Gene		5	GC16M051911	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=lnc-FBXL16-3
lnc-FCGR3A-1		RNA Gene		5	GC01M167675	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=lnc-FCGR3A-1
lnc-FCGR3A-4		RNA Gene		5	GC01M167674	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=lnc-FCGR3A-4
lnc-FNBP1-2		RNA Gene		5	GC09M131972	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=lnc-FNBP1-2
lnc-FOXD1-3		RNA Gene		5	GC05M073243	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=lnc-FOXD1-3
lnc-ICAM3-1		RNA Gene		5	GC19M108114	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=lnc-ICAM3-1
lnc-IGF2-4		RNA Gene		5	GC11M015127	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=lnc-IGF2-4
lnc-IKZF1-5		RNA Gene		5	GC07P050289	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=lnc-IKZF1-5
lnc-IL10-5		RNA Gene		5	GC01M206769	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=lnc-IL10-5
lnc-IL6ST-2		RNA Gene		5	GC05M056111	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=lnc-IL6ST-2
lnc-IRF5-3		RNA Gene		5	GC07P166470	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=lnc-IRF5-3
lnc-LINGO4-1		RNA Gene		5	GC01M167310	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=lnc-LINGO4-1
lnc-NBN-9		RNA Gene		5	GC08M089835	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=lnc-NBN-9
lnc-PDGFB-3		RNA Gene		5	GC22M086854	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=lnc-PDGFB-3
lnc-PSMA6-6		RNA Gene		5	GC14P057766	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=lnc-PSMA6-6
lnc-PWP2-2		RNA Gene		5	GC21P051122	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=lnc-PWP2-2
lnc-RIPK2-3		RNA Gene		5	GC08P089837	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=lnc-RIPK2-3
lnc-SELENOS-2		RNA Gene		5	GC15M163348	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=lnc-SELENOS-2
lnc-SLC28A1-4		RNA Gene		5	GC15P085105	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=lnc-SLC28A1-4
lnc-STMN3-5		RNA Gene		5	GC20M063699	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=lnc-STMN3-5
lnc-TH-1		RNA Gene		5	GC11M002206	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=lnc-TH-1
lnc-TNFSF18-1		RNA Gene		5	GC01M172774	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=lnc-TNFSF18-1
lnc-TNFSF18-3		RNA Gene		5	GC01M172885	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=lnc-TNFSF18-3
lnc-USP20-5		RNA Gene		5	GC09P129883	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=lnc-USP20-5
lnc-ZC3H12C-5		RNA Gene		5	GC11P110022	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=lnc-ZC3H12C-5
lnc-ZCCHC24-7		RNA Gene		5	GC10M079298	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=lnc-ZCCHC24-7
piR-33458		RNA Gene		5	GC15P199500	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=piR-33458
piR-34163-015		RNA Gene		5	GC02P181119	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=piR-34163-015
piR-37824		RNA Gene		5	GC02M102396	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=piR-37824
piR-38351-422		RNA Gene		5	GC06P182534	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=piR-38351-422
piR-40110-155		RNA Gene		5	GC13M040416	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=piR-40110-155
piR-41306-095		RNA Gene		5	GC16P011228	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=piR-41306-095
piR-43104-029		RNA Gene		5	GC19P001183	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=piR-43104-029
piR-43105-342		RNA Gene		5	GC02M025261	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=piR-43105-342
piR-47864		RNA Gene		5	GC06M106445	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=piR-47864
piR-48325-111		RNA Gene		5	GC21P039100	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=piR-48325-111
piR-50893		RNA Gene		5	GC01P074923	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=piR-50893
piR-52079-043		RNA Gene		5	GC12P074945	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=piR-52079-043
piR-52740		RNA Gene		5	GC06M106446	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=piR-52740
piR-53431-298		RNA Gene		5	GC18P026032	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=piR-53431-298
piR-55650-032		RNA Gene		5	GC10M006056	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=piR-55650-032
piR-55783		RNA Gene		5	GC16P120858	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=piR-55783
piR-55829-003		RNA Gene		5	GC14M035374	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=piR-55829-003
piR-56902		RNA Gene		5	GC17P154246	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=piR-56902
piR-57133-031		RNA Gene		5	GC01P113949	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=piR-57133-031
piR-57133-396		RNA Gene		5	GC22M087672	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=piR-57133-396
piR-59241		RNA Gene		5	GC15P200758	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=piR-59241
piR-61101-324		RNA Gene		5	GC19P010348	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=piR-61101-324
ENSG00000289306	Novel Transcript, Sense Intronic To NDFIP1	RNA Gene		4	GC05P159643	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENSG00000289306
ENSG00000289701	Novel Transcript	Protein Coding		4	GC09M136362	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENSG00000289701
ENSG00000294781	Novel Transcript	RNA Gene		4	GC01M172824	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENSG00000294781
ENSG00000296884	Novel Transcript, Antisense To ANKRD55	RNA Gene		4	GC05P057493	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENSG00000296884
ENSG00000298116	Novel Transcript	RNA Gene		4	GC01M167792	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENSG00000298116
ENSG00000298619	Novel Transcript	RNA Gene		4	GC08P128545	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENSG00000298619
ENSG00000299004	Novel Transcript, Antisense To PARK7	RNA Gene		4	GC01M022831	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENSG00000299004
ENSG00000300558	Novel Transcript, Antisense To DNLZ And CARD9	RNA Gene		4	GC09P153482	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENSG00000300558
ENSG00000300857	Novel Transcript, Antisense To CYTL1	RNA Gene		4	GC04P030348	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENSG00000300857
ENSG00000301526	Novel Transcript	RNA Gene		4	GC02M181144	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENSG00000301526
ENSG00000302265	Novel Transcript	RNA Gene		4	GC20P054539	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENSG00000302265
ENSG00000302425	Novel Transcript	RNA Gene		4	GC08P126423	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENSG00000302425
ENSG00000302966	Novel Transcript, Antisense To GBA	RNA Gene		4	GC01P177592	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENSG00000302966
ENSG00000303697	Novel Transcript, Antisense To RORC	RNA Gene		4	GC01P177602	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENSG00000303697
ENSG00000304227	Novel Transcript, Antisense To CD226	RNA Gene		4	GC18P069895	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENSG00000304227
ENSG00000305582	Novel Transcript, Antisense To CXCR2	RNA Gene		4	GC02M218128	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENSG00000305582
ENSG00000306296	Novel Transcript	RNA Gene		4	GC03P065447	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENSG00000306296
ENSG00000307544	Novel Transcript	RNA Gene		4	GC11M141160	1.074431658	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENSG00000307544
