Gene Symbol	Description	Category	Uniprot ID	Gifts	GC Id	Relevance score	 GeneCards Link
ALOX15	Arachidonate 15-Lipoxygenase	Protein Coding	P16050	58	GC17M004630	0.346916765	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ALOX15
HRH1	Histamine Receptor H1	Protein Coding	P35367	58	GC03P027032	0.321182519	https://www.genecards.org/cgi-bin/carddisp.pl?gene=HRH1
PWAR1	Prader Willi/Angelman Region RNA 1	RNA Gene		22	GC15P025135	0.321182519	https://www.genecards.org/cgi-bin/carddisp.pl?gene=PWAR1
TP53INP1	Tumor Protein P53 Inducible Nuclear Protein 1	Protein Coding	Q96A56	49	GC08M094925	0.293198198	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TP53INP1
FGFR1	Fibroblast Growth Factor Receptor 1	Protein Coding	P11362	68	GC08M038400	0.275542974	https://www.genecards.org/cgi-bin/carddisp.pl?gene=FGFR1
CASP8	Caspase 8	Protein Coding	Q14790	65	GC02P201233	0.275542974	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CASP8
CA2	Carbonic Anhydrase 2	Protein Coding	P00918	64	GC08P085463	0.275542974	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CA2
TGFB2	Transforming Growth Factor Beta 2	Protein Coding	P61812	64	GC01P218345	0.275542974	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TGFB2
CDC42	Cell Division Cycle 42	Protein Coding	P60953	63	GC01P022052	0.275542974	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDC42
PTH1R	Parathyroid Hormone 1 Receptor	Protein Coding	Q03431	62	GC03P046877	0.275542974	https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTH1R
PTK2B	Protein Tyrosine Kinase 2 Beta	Protein Coding	Q14289	62	GC08P027311	0.275542974	https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTK2B
SQSTM1	Sequestosome 1	Protein Coding	Q13501	62	GC05P179806	0.275542974	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SQSTM1
CASP2	Caspase 2	Protein Coding	P42575	61	GC07P165863	0.275542974	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CASP2
KIF11	Kinesin Family Member 11	Protein Coding	P52732	61	GC10P092574	0.275542974	https://www.genecards.org/cgi-bin/carddisp.pl?gene=KIF11
PTK2	Protein Tyrosine Kinase 2	Protein Coding	Q05397	61	GC08M140657	0.275542974	https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTK2
THRA	Thyroid Hormone Receptor Alpha	Protein Coding	P10827	61	GC17P040058	0.275542974	https://www.genecards.org/cgi-bin/carddisp.pl?gene=THRA
ADAR	Adenosine Deaminase RNA Specific	Protein Coding	P55265	60	GC01M167413	0.275542974	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADAR
DCN	Decorin	Protein Coding	P07585	60	GC12M091140	0.275542974	https://www.genecards.org/cgi-bin/carddisp.pl?gene=DCN
GNAI1	G Protein Subunit Alpha I1	Protein Coding	P63096	60	GC07P095361	0.275542974	https://www.genecards.org/cgi-bin/carddisp.pl?gene=GNAI1
WNT3A	Wnt Family Member 3A	Protein Coding	P56704	60	GC01P233248	0.275542974	https://www.genecards.org/cgi-bin/carddisp.pl?gene=WNT3A
ARG2	Arginase 2	Protein Coding	P78540	59	GC14P067619	0.275542974	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ARG2
CD47	CD47 Molecule	Protein Coding	Q08722	58	GC03M108043	0.275542974	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CD47
ENPP2	Ectonucleotide Pyrophosphatase/Phosphodiesterase 2	Protein Coding	Q13822	58	GC08M119556	0.275542974	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENPP2
WARS1	Tryptophanyl-TRNA Synthetase 1	Protein Coding	P23381	58	GC14M124313	0.275542974	https://www.genecards.org/cgi-bin/carddisp.pl?gene=WARS1
ATP5F1B	ATP Synthase F1 Subunit Beta	Protein Coding	P06576	57	GC12M060417	0.275542974	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATP5F1B
DFFA	DNA Fragmentation Factor Subunit Alpha	Protein Coding	O00273	57	GC01M010456	0.275542974	https://www.genecards.org/cgi-bin/carddisp.pl?gene=DFFA
LIMK2	LIM Domain Kinase 2	Protein Coding	P53671	57	GC22P031212	0.275542974	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LIMK2
AGO2	Argonaute RISC Catalytic Component 2	Protein Coding	Q9UKV8	55	GC08M141032	0.275542974	https://www.genecards.org/cgi-bin/carddisp.pl?gene=AGO2
FCGR1A	Fc Gamma Receptor Ia	Protein Coding	P12314	55	GC01P176446	0.275542974	https://www.genecards.org/cgi-bin/carddisp.pl?gene=FCGR1A
KLK13	Kallikrein Related Peptidase 13	Protein Coding	Q9UKR3	54	GC19M109141	0.275542974	https://www.genecards.org/cgi-bin/carddisp.pl?gene=KLK13
KRT4	Keratin 4	Protein Coding	P19013	54	GC12M052806	0.275542974	https://www.genecards.org/cgi-bin/carddisp.pl?gene=KRT4
MANF	Mesencephalic Astrocyte Derived Neurotrophic Factor	Protein Coding	P55145	54	GC03P051385	0.275542974	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MANF
ZMPSTE24	Zinc Metallopeptidase STE24	Protein Coding	O75844	54	GC01P040258	0.275542974	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZMPSTE24
CXCL13	C-X-C Motif Chemokine Ligand 13	Protein Coding	O43927	53	GC04P077511	0.275542974	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CXCL13
KLB	Klotho Beta	Protein Coding	Q86Z14	53	GC04P039869	0.275542974	https://www.genecards.org/cgi-bin/carddisp.pl?gene=KLB
MAGED1	MAGE Family Member D1	Protein Coding	Q9Y5V3	53	GC0XP051803	0.275542974	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAGED1
DIO3	Iodothyronine Deiodinase 3	Protein Coding	P55073	52	GC14P120458	0.275542974	https://www.genecards.org/cgi-bin/carddisp.pl?gene=DIO3
PADI6	Peptidyl Arginine Deiminase 6	Protein Coding	Q6TGC4	52	GC01P075900	0.275542974	https://www.genecards.org/cgi-bin/carddisp.pl?gene=PADI6
PKP1	Plakophilin 1	Protein Coding	Q13835	52	GC01P201283	0.275542974	https://www.genecards.org/cgi-bin/carddisp.pl?gene=PKP1
FUT7	Fucosyltransferase 7	Protein Coding	Q11130	51	GC09M137030	0.275542974	https://www.genecards.org/cgi-bin/carddisp.pl?gene=FUT7
IL34	Interleukin 34	Protein Coding	Q6ZMJ4	51	GC16P122052	0.275542974	https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL34
KLRB1	Killer Cell Lectin Like Receptor B1	Protein Coding	Q12918	51	GC12M035788	0.275542974	https://www.genecards.org/cgi-bin/carddisp.pl?gene=KLRB1
SCG5	Secretogranin V	Protein Coding	P05408	51	GC15P032641	0.275542974	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SCG5
DNAJA3	DnaJ Heat Shock Protein Family (Hsp40) Member A3	Protein Coding	Q96EY1	50	GC16P004425	0.275542974	https://www.genecards.org/cgi-bin/carddisp.pl?gene=DNAJA3
CD101	CD101 Molecule	Protein Coding	Q93033	49	GC01P117001	0.275542974	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CD101
KRT76	Keratin 76	Protein Coding	Q01546	47	GC12M052768	0.275542974	https://www.genecards.org/cgi-bin/carddisp.pl?gene=KRT76
HCST	Hematopoietic Cell Signal Transducer	Protein Coding	Q9UBK5	46	GC19P152407	0.275542974	https://www.genecards.org/cgi-bin/carddisp.pl?gene=HCST
CD300LG	CD300 Molecule Like Family Member G	Protein Coding	Q6UXG3	44	GC17P154859	0.275542974	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CD300LG
DEFB4B	Defensin Beta 4B	Protein Coding	O15263	37	GC08M007414	0.275542974	https://www.genecards.org/cgi-bin/carddisp.pl?gene=DEFB4B
MIR184	MicroRNA 184	RNA Gene		31	GC15P079209	0.275542974	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR184
LOC106128905	KLK3 Upstream Enhancer/Promoter Region	Functional Element		2	GC19P152929	0.275542974	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC106128905
LOC106128906	KLK2 Upstream Enhancer/Promoter Region	Functional Element		2	GC19P050866	0.275542974	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC106128906
MAP3K7	Mitogen-Activated Protein Kinase Kinase Kinase 7	Protein Coding	O43318	62	GC06M090513	0.262244433	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAP3K7
BIRC2	Baculoviral IAP Repeat Containing 2	Protein Coding	Q13490	61	GC11P102347	0.262244433	https://www.genecards.org/cgi-bin/carddisp.pl?gene=BIRC2
CTSC	Cathepsin C	Protein Coding	P53634	60	GC11M140263	0.262244433	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CTSC
FGF1	Fibroblast Growth Factor 1	Protein Coding	P05230	60	GC05M142555	0.262244433	https://www.genecards.org/cgi-bin/carddisp.pl?gene=FGF1
SP1	Sp1 Transcription Factor	Protein Coding	P08047	60	GC12P053380	0.262244433	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SP1
F2R	Coagulation Factor II Thrombin Receptor	Protein Coding	P25116	58	GC05P076716	0.262244433	https://www.genecards.org/cgi-bin/carddisp.pl?gene=F2R
PLK2	Polo Like Kinase 2	Protein Coding	Q9NYY3	57	GC05M058453	0.262244433	https://www.genecards.org/cgi-bin/carddisp.pl?gene=PLK2
FOXO4	Forkhead Box O4	Protein Coding	P98177	55	GC0XP071095	0.262244433	https://www.genecards.org/cgi-bin/carddisp.pl?gene=FOXO4
TREM1	Triggering Receptor Expressed On Myeloid Cells 1	Protein Coding	Q9NP99	55	GC06M041267	0.262244433	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TREM1
RXRG	Retinoid X Receptor Gamma	Protein Coding	P48443	54	GC01M167731	0.262244433	https://www.genecards.org/cgi-bin/carddisp.pl?gene=RXRG
SMARCAD1	SNF2 Related Chromatin Remodeling ATPase With DExD Box 1	Protein Coding	Q9H4L7	53	GC04P094207	0.262244433	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SMARCAD1
CCL26	C-C Motif Chemokine Ligand 26	Protein Coding	Q9Y258	50	GC07M075769	0.262244433	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCL26
IPMK	Inositol Polyphosphate Multikinase	Protein Coding	Q8NFU5	47	GC10M058191	0.262244433	https://www.genecards.org/cgi-bin/carddisp.pl?gene=IPMK
MIR617	MicroRNA 617	RNA Gene		12	GC12M080832	0.262244433	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR617
PLK1	Polo Like Kinase 1	Protein Coding	P53350	64	GC16P120729	0.227110341	https://www.genecards.org/cgi-bin/carddisp.pl?gene=PLK1
AGT	Angiotensinogen	Protein Coding	P01019	62	GC01M230690	0.227110341	https://www.genecards.org/cgi-bin/carddisp.pl?gene=AGT
BRD4	Bromodomain Containing 4	Protein Coding	O60885	60	GC19M108289	0.227110341	https://www.genecards.org/cgi-bin/carddisp.pl?gene=BRD4
HLA-DRA	"Major Histocompatibility Complex, Class II, DR Alpha"	Protein Coding	P01903	58	GC06P032439	0.227110341	https://www.genecards.org/cgi-bin/carddisp.pl?gene=HLA-DRA
PTGER3	Prostaglandin E Receptor 3	Protein Coding	P43115	58	GC01M070852	0.227110341	https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTGER3
BAD	BCL2 Associated Agonist Of Cell Death	Protein Coding	Q92934	57	GC11M139722	0.227110341	https://www.genecards.org/cgi-bin/carddisp.pl?gene=BAD
BLMH	Bleomycin Hydrolase	Protein Coding	Q13867	57	GC17M030248	0.227110341	https://www.genecards.org/cgi-bin/carddisp.pl?gene=BLMH
VTN	Vitronectin	Protein Coding	P04004	57	GC17M096696	0.227110341	https://www.genecards.org/cgi-bin/carddisp.pl?gene=VTN
SBDS	SBDS Ribosome Maturation Factor	Protein Coding	Q9Y3A5	55	GC07M066987	0.227110341	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SBDS
PIAS3	Protein Inhibitor Of Activated STAT 3	Protein Coding	Q9Y6X2	54	GC01M145848	0.227110341	https://www.genecards.org/cgi-bin/carddisp.pl?gene=PIAS3
NTS	Neurotensin	Protein Coding	P30990	53	GC12P085876	0.227110341	https://www.genecards.org/cgi-bin/carddisp.pl?gene=NTS
RNF7	Ring Finger Protein 7	Protein Coding	Q9UBF6	51	GC03P141738	0.227110341	https://www.genecards.org/cgi-bin/carddisp.pl?gene=RNF7
BPIFB2	BPI Fold Containing Family B Member 2	Protein Coding	Q8N4F0	42	GC20P033007	0.227110341	https://www.genecards.org/cgi-bin/carddisp.pl?gene=BPIFB2
BPIFB6	BPI Fold Containing Family B Member 6	Protein Coding	Q8NFQ5	40	GC20P033031	0.227110341	https://www.genecards.org/cgi-bin/carddisp.pl?gene=BPIFB6
TRE-TTC3-1	TRNA-Glu (Anticodon TTC) 3-1	RNA Gene		17	GC01P075884	0.227110341	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRE-TTC3-1
TRA-TGC7-1	TRNA-Ala (Anticodon TGC) 7-1	RNA Gene		14	GC06M106311	0.227110341	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRA-TGC7-1
MIR5585	MicroRNA 5585	RNA Gene		12	GC01P032086	0.227110341	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR5585
LCK	"LCK Proto-Oncogene, Src Family Tyrosine Kinase"	Protein Coding	P06239	65	GC01P032251	0.185434818	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LCK
PRKCD	Protein Kinase C Delta	Protein Coding	Q05655	65	GC03P053156	0.185434818	https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRKCD
COL1A1	Collagen Type I Alpha 1 Chain	Protein Coding	P02452	62	GC17M097561	0.185434818	https://www.genecards.org/cgi-bin/carddisp.pl?gene=COL1A1
MME	Membrane Metalloendopeptidase	Protein Coding	P08473	62	GC03P155024	0.185434818	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MME
CDC25A	Cell Division Cycle 25A	Protein Coding	P30304	61	GC03M048385	0.185434818	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDC25A
FUCA1	Alpha-L-Fucosidase 1	Protein Coding	P04066	61	GC01M023845	0.185434818	https://www.genecards.org/cgi-bin/carddisp.pl?gene=FUCA1
HSPG2	Heparan Sulfate Proteoglycan 2	Protein Coding	P98160	61	GC01M021822	0.185434818	https://www.genecards.org/cgi-bin/carddisp.pl?gene=HSPG2
MSH2	MutS Homolog 2	Protein Coding	P43246	61	GC02P047403	0.185434818	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MSH2
RORA	RAR Related Orphan Receptor A	Protein Coding	P35398	61	GC15M060488	0.185434818	https://www.genecards.org/cgi-bin/carddisp.pl?gene=RORA
SPTLC2	Serine Palmitoyltransferase Long Chain Base Subunit 2	Protein Coding	O15270	61	GC14M077505	0.185434818	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SPTLC2
WEE1	WEE1 G2 Checkpoint Kinase	Protein Coding	P30291	61	GC11P009573	0.185434818	https://www.genecards.org/cgi-bin/carddisp.pl?gene=WEE1
CFH	Complement Factor H	Protein Coding	P08603	60	GC01P196621	0.185434818	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CFH
CD59	CD59 Molecule (CD59 Blood Group)	Protein Coding	P13987	59	GC11M033737	0.185434818	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CD59
FABP3	Fatty Acid Binding Protein 3	Protein Coding	P05413	57	GC01M034928	0.185434818	https://www.genecards.org/cgi-bin/carddisp.pl?gene=FABP3
WNT10A	Wnt Family Member 10A	Protein Coding	Q9GZT5	57	GC02P220461	0.185434818	https://www.genecards.org/cgi-bin/carddisp.pl?gene=WNT10A
TNNI2	"Troponin I2, Fast Skeletal Type"	Protein Coding	P48788	56	GC11P020298	0.185434818	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TNNI2
TOLLIP	Toll Interacting Protein	Protein Coding	Q9H0E2	56	GC11M001274	0.185434818	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TOLLIP
VEGFB	Vascular Endothelial Growth Factor B	Protein Coding	P49765	56	GC11P064234	0.185434818	https://www.genecards.org/cgi-bin/carddisp.pl?gene=VEGFB
CYSLTR1	Cysteinyl Leukotriene Receptor 1	Protein Coding	Q9Y271	55	GC0XM078271	0.185434818	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CYSLTR1
DPP10	Dipeptidyl Peptidase Like 10	Protein Coding	Q8N608	55	GC02P114442	0.185434818	https://www.genecards.org/cgi-bin/carddisp.pl?gene=DPP10
FABP1	Fatty Acid Binding Protein 1	Protein Coding	P07148	55	GC02M088122	0.185434818	https://www.genecards.org/cgi-bin/carddisp.pl?gene=FABP1
IGFBP5	Insulin Like Growth Factor Binding Protein 5	Protein Coding	P24593	55	GC02M216672	0.185434818	https://www.genecards.org/cgi-bin/carddisp.pl?gene=IGFBP5
PAICS	Phosphoribosylaminoimidazole Carboxylase And Phosphoribosylaminoimidazolesuccinocarboxamide Synthase	Protein Coding	P22234	55	GC04P056435	0.185434818	https://www.genecards.org/cgi-bin/carddisp.pl?gene=PAICS
RHOH	Ras Homolog Family Member H	Protein Coding	Q15669	55	GC04P040293	0.185434818	https://www.genecards.org/cgi-bin/carddisp.pl?gene=RHOH
CA3	Carbonic Anhydrase 3	Protein Coding	P07451	54	GC08P085373	0.185434818	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CA3
FABP2	Fatty Acid Binding Protein 2	Protein Coding	P12104	54	GC04M119317	0.185434818	https://www.genecards.org/cgi-bin/carddisp.pl?gene=FABP2
KCNK4	Potassium Two Pore Domain Channel Subfamily K Member 4	Protein Coding	Q9NYG8	54	GC11P107693	0.185434818	https://www.genecards.org/cgi-bin/carddisp.pl?gene=KCNK4
SLAMF7	SLAM Family Member 7	Protein Coding	Q9NQ25	54	GC01P176968	0.185434818	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLAMF7
TIRAP	TIR Domain Containing Adaptor Protein	Protein Coding	P58753	54	GC11P126284	0.185434818	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TIRAP
ALOXE3	Arachidonate Epidermal Lipoxygenase 3	Protein Coding	Q9BYJ1	53	GC17M096228	0.185434818	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ALOXE3
KDSR	3-Ketodihydrosphingosine Reductase	Protein Coding	Q06136	53	GC18M063327	0.185434818	https://www.genecards.org/cgi-bin/carddisp.pl?gene=KDSR
PKMYT1	"Protein Kinase, Membrane Associated Tyrosine/Threonine 1"	Protein Coding	Q99640	53	GC16M049939	0.185434818	https://www.genecards.org/cgi-bin/carddisp.pl?gene=PKMYT1
SPN	Sialophorin	Protein Coding	P16150	53	GC16P029662	0.185434818	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SPN
CCDC22	CCC Complex Scaffolding Subunit CCDC22	Protein Coding	O60826	52	GC0XP060920	0.185434818	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCDC22
GRP	Gastrin Releasing Peptide	Protein Coding	P07492	52	GC18P059220	0.185434818	https://www.genecards.org/cgi-bin/carddisp.pl?gene=GRP
PRELP	Proline And Arginine Rich End Leucine Rich Repeat Protein	Protein Coding	P51888	52	GC01P203475	0.185434818	https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRELP
IL13RA2	Interleukin 13 Receptor Subunit Alpha 2	Protein Coding	Q14627	50	GC0XM115003	0.185434818	https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL13RA2
ATRN	Attractin	Protein Coding	O75882	49	GC20P003471	0.185434818	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATRN
CCL13	C-C Motif Chemokine Ligand 13	Protein Coding	Q99616	49	GC17P034356	0.185434818	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCL13
DUSP19	Dual Specificity Phosphatase 19	Protein Coding	Q8WTR2	49	GC02P183078	0.185434818	https://www.genecards.org/cgi-bin/carddisp.pl?gene=DUSP19
MEP1B	Meprin A Subunit Beta	Protein Coding	Q16820	48	GC18P032185	0.185434818	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MEP1B
RFNG	RFNG O-Fucosylpeptide 3-Beta-N-Acetylglucosaminyltransferase	Protein Coding	Q9Y644	48	GC17M082047	0.185434818	https://www.genecards.org/cgi-bin/carddisp.pl?gene=RFNG
POLR3G	RNA Polymerase III Subunit G	Protein Coding	O15318	47	GC05P090471	0.185434818	https://www.genecards.org/cgi-bin/carddisp.pl?gene=POLR3G
TENT4B	Terminal Nucleotidyltransferase 4B	Protein Coding	Q8NDF8	46	GC16P127955	0.185434818	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TENT4B
ADAD1	Adenosine Deaminase Domain Containing 1	Protein Coding	Q96M93	45	GC04P122378	0.185434818	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADAD1
GPR15	G Protein-Coupled Receptor 15	Protein Coding	P49685	45	GC03P098531	0.185434818	https://www.genecards.org/cgi-bin/carddisp.pl?gene=GPR15
TSPAN32	Tetraspanin 32	Protein Coding	Q96QS1	45	GC11P020317	0.185434818	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TSPAN32
GPR137	G Protein-Coupled Receptor 137	Protein Coding	Q96N19	42	GC11P064270	0.185434818	https://www.genecards.org/cgi-bin/carddisp.pl?gene=GPR137
NNAT	Neuronatin	Protein Coding	Q16517	42	GC20P037521	0.185434818	https://www.genecards.org/cgi-bin/carddisp.pl?gene=NNAT
RPS19BP1	Ribosomal Protein S19 Binding Protein 1	Protein Coding	Q86WX3	42	GC22M086147	0.185434818	https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPS19BP1
SCEL	Sciellin	Protein Coding	O95171	42	GC13P077535	0.185434818	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SCEL
SLC46A2	Solute Carrier Family 46 Member 2	Protein Coding	Q9BY10	42	GC09M112878	0.185434818	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC46A2
IFI27L1	Interferon Alpha Inducible Protein 27 Like 1	Protein Coding	Q96BM0	37	GC14P094081	0.185434818	https://www.genecards.org/cgi-bin/carddisp.pl?gene=IFI27L1
IFI27L2	Interferon Alpha Inducible Protein 27 Like 2	Protein Coding	Q9H2X8	36	GC14M094127	0.185434818	https://www.genecards.org/cgi-bin/carddisp.pl?gene=IFI27L2
MIR92A1	MicroRNA 92a-1	RNA Gene		28	GC13P091746	0.185434818	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR92A1
S100A7L2	S100 Calcium Binding Protein A7 Like 2	Pseudogene	Q5SY68	28	GC01M167357	0.185434818	https://www.genecards.org/cgi-bin/carddisp.pl?gene=S100A7L2
MIR199B	MicroRNA 199b	RNA Gene		27	GC09M128244	0.185434818	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR199B
MIR28	MicroRNA 28	RNA Gene		27	GC03P188688	0.185434818	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR28
MIR451A	MicroRNA 451a	RNA Gene		25	GC17M028861	0.185434818	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR451A
MIR92A2	MicroRNA 92a-2	RNA Gene		24	GC0XM135408	0.185434818	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR92A2
MIR320C1	MicroRNA 320c-1	RNA Gene		22	GC18P021683	0.185434818	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR320C1
ZNF407-AS1	ZNF407 Antisense RNA 1	RNA Gene		22	GC18M074583	0.185434818	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNF407-AS1
MIR320D1	MicroRNA 320d-1	RNA Gene		20	GC13M043080	0.185434818	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR320D1
MIR320C2	MicroRNA 320c-2	RNA Gene		18	GC18P024321	0.185434818	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR320C2
MIR320D2	MicroRNA 320d-2	RNA Gene		18	GC0XM140926	0.185434818	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR320D2
MIR3135B	MicroRNA 3135b	RNA Gene		16	GC06M032749	0.185434818	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR3135B
NRAV	Negative Regulator Of Antiviral Response	RNA Gene		15	GC12M120481	0.185434818	https://www.genecards.org/cgi-bin/carddisp.pl?gene=NRAV
HLA-DRB9	"Major Histocompatibility Complex, Class II, DR Beta 9 (Pseudogene)"	Pseudogene		14	GC06M106523	0.185434818	https://www.genecards.org/cgi-bin/carddisp.pl?gene=HLA-DRB9
MIR9898	MicroRNA 9898	RNA Gene		7	GC12M052899	0.185434818	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR9898
IBD5	Inflammatory Bowel Disease 5	Genetic Locus		6	GC05U990104	0.185434818	https://www.genecards.org/cgi-bin/carddisp.pl?gene=IBD5
MIR9899	MicroRNA 9899	RNA Gene		6	GC02M149331	0.185434818	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR9899
MIR9902-2	MicroRNA 9902-2	RNA Gene		6	GC12M124714	0.185434818	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR9902-2
MIR9900	MicroRNA 9900	RNA Gene		5	GC03P112739	0.185434818	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR9900
MIR9901	MicroRNA 9901	RNA Gene		5	GC16P121260	0.185434818	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR9901
MIR9902-1	MicroRNA 9902-1	RNA Gene		5	GC12M124711	0.185434818	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR9902-1
MIR9903	MicroRNA 9903	RNA Gene		5	GC08M098394	0.185434818	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR9903
MAP2K1	Mitogen-Activated Protein Kinase Kinase 1	Protein Coding	Q02750	67	GC15P066386	0.131122217	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAP2K1
EP300	E1A Binding Protein P300	Protein Coding	Q09472	65	GC22P092249	0.131122217	https://www.genecards.org/cgi-bin/carddisp.pl?gene=EP300
NT5E	5'-Nucleotidase Ecto	Protein Coding	P21589	65	GC06P085449	0.131122217	https://www.genecards.org/cgi-bin/carddisp.pl?gene=NT5E
CBL	Cbl Proto-Oncogene	Protein Coding	P22681	64	GC11P119206	0.131122217	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CBL
CD19	CD19 Molecule	Protein Coding	P15391	64	GC16P120912	0.131122217	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CD19
ITK	IL2 Inducible T Cell Kinase	Protein Coding	Q08881	64	GC05P159566	0.131122217	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ITK
RPS6KA1	Ribosomal Protein S6 Kinase A1	Protein Coding	Q15418	63	GC01P076421	0.131122217	https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPS6KA1
TOP2A	DNA Topoisomerase II Alpha	Protein Coding	P11388	63	GC17M040388	0.131122217	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TOP2A
ACACA	Acetyl-CoA Carboxylase Alpha	Protein Coding	Q13085	62	GC17M037084	0.131122217	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACACA
CACNA1B	Calcium Voltage-Gated Channel Subunit Alpha1 B	Protein Coding	Q00975	62	GC09P137877	0.131122217	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CACNA1B
CAMK2D	Calcium/Calmodulin Dependent Protein Kinase II Delta	Protein Coding	Q13557	62	GC04M113418	0.131122217	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CAMK2D
